ROW | DATA_1 | DATA_2
4B8 |    -3 |    -2
4B9 |    -5 |    -2
4BA |     9 |    -7
4BB |   -12 |    -8
4BC |     0 |     3
4BD |     2 |    10
4BE |     9 |   -13
4BF |    -4 |   -10
4C0 |    -8 |   -12
4C1 |    -8 |   -15
4C2 |     1 |   -16
4C3 |    -3 |   -14
4C4 |    10 |     7
4C5 |     9 |     9
4C6 |     8 |    -4
4C7 |   -12 |     1
4C8 |     0 |     2
4C9 |     1 |    13
4CA |   -11 |     7
4CB |     2 |     1
4CC |     6 |    15
4CD |   -10 |     2
4CE |     5 |     5
4CF |    14 |   -12
4D0 |   -15 |    -3
4D1 |     4 |     3
4D2 |    -1 |   -15
4D3 |    -8 |     2
4D4 |    -1 |   -16
4D5 |    14 |    -7
4D6 |    11 |    12
4D7 |   -10 |   -16
4D8 |     7 |     9
4D9 |   -10 |   -15
4DA |     8 |   -15
4DB |   -15 |     4
4DC |    -9 |    11
4DD |    12 |     5
4DE |   -16 |     3
4DF |     4 |    10
4E0 |     3 |    -7
4E1 |     6 |     4
4E2 |    -8 |     4
4E3 |    -9 |     9
4E4 |     1 |     4
4E5 |   -12 |    11
4E6 |     6 |    -7
4E7 |    -4 |    12
4E8 |    -2 |    11
4E9 |    13 |     0
4EA |     5 |     2
4EB |    -9 |    -2
4EC |     9 |    12
4ED |    -2 |    15
4EE |     5 |   -13
4EF |    -9 |   -12
4F0 |     2 |    -1
4F1 |     3 |    12
4F2 |    14 |   -10
4F3 |    10 |   -14
4F4 |   -14 |     1
4F5 |     0 |   -11
4F6 |   -15 |     3
4F7 |    15 |    -8
4F8 |    -9 |     3
4F9 |   -16 |    -1
4FA |   -10 |     4
4FB |    -6 |     1
4FC |     2 |    -8
4FD |   -10 |    -2
4FE |     2 |     1
4FF |    -5 |    -8
500 |     4 |   -11
501 |   -12 |   -12
502 |   -10 |     1
503 |   -13 |    13
504 |    -1 |    -5
505 |     4 |    15
506 |    14 |     4
507 |     3 |     9
508 |    -4 |     1
509 |     2 |    -8
50A |     1 |    -3
50B |    15 |     8
50C |    -7 |    -1
50D |     5 |    -6
50E |    -1 |     7
50F |   -10 |     8
510 |   -13 |    -9
511 |    -6 |    10
512 |   -10 |   -14
513 |    -6 |     6
514 |   -14 |    14
515 |    10 |     0
516 |    -9 |     3
517 |     8 |    -1
518 |   -11 |    -1
519 |     2 |     5
51A |     0 |     9
51B |   -15 |    10
51C |   -14 |     4
51D |     8 |    -9
51E |     4 |     8
51F |   -10 |    -8
520 |    10 |    -3
521 |    -8 |    -2
522 |     0 |   -14
523 |    -5 |   -14
524 |     4 |    -7
525 |   -14 |     2
526 |     7 |   -13
527 |    -4 |   -10
528 |    -2 |     1
529 |     7 |    10
52A |   -11 |     2
52B |   -16 |   -10
52C |   -15 |    -7
52D |     0 |   -14
52E |    12 |   -16
52F |    -6 |    10
530 |    14 |   -15
531 |    11 |    12
532 |    -2 |    13
533 |   -13 |    -1
534 |    13 |    13
535 |     4 |    -6
536 |     3 |     7
537 |    -5 |   -10
538 |   -15 |     4
539 |   -10 |    -4
53A |   -13 |    13
53B |   -13 |    -3
53C |     5 |    -6
53D |   -16 |     1
53E |    10 |   -15
53F |     6 |    -6
540 |     8 |    -8
541 |    -8 |   -16
542 |     0 |     6
543 |     8 |   -16
544 |     8 |   -14
545 |     3 |    -3
546 |    -7 |     3
547 |    -2 |   -16
548 |    -9 |    -9
549 |    -4 |    14
54A |    12 |    -4
54B |    12 |     3
54C |   -12 |    12
54D |     4 |     5
54E |    -8 |   -13
54F |    -4 |    -7
550 |    -8 |     5
551 |    13 |     5
552 |    -1 |     9
553 |    -5 |   -15
554 |    10 |   -10
555 |    -8 |    13
556 |     9 |     6
557 |    -4 |    11
558 |     4 |     3
559 |    13 |    -9
55A |    11 |    -1
55B |    11 |    12
55C |     0 |     3
55D |   -16 |     5
55E |   -10 |   -12
55F |    11 |     6
560 |    -8 |     0
561 |     4 |     2
562 |     4 |    12
563 |    -1 |   -12
564 |     6 |     8
565 |     6 |     2
566 |   -13 |    -1
567 |    -4 |   -14
568 |     2 |     8
569 |    11 |    -3
56A |    -7 |     1
56B |     7 |     1
56C |    12 |   -14
56D |    -4 |    13
56E |     4 |    -7
56F |    12 |     4
570 |   -12 |     1
571 |    15 |    -9
572 |   -16 |     1
573 |    12 |   -16
574 |    -5 |     7
575 |   -11 |    10
576 |    12 |     7
577 |   -15 |     6
578 |   -13 |    -7
579 |   -12 |    10
57A |     9 |     7
57B |   -15 |   -12
57C |    -7 |    -7
57D |    12 |     2
57E |    15 |     4
57F |     0 |    15
580 |     8 |    13
581 |    12 |     4
582 |     3 |    -5
583 |   -14 |   -12
584 |    -7 |   -15
585 |   -14 |    12
586 |     7 |    -5
587 |    -3 |    -2
588 |    -1 |   -15
589 |     7 |     1
58A |    10 |    15
58B |    15 |    10
58C |    12 |    11
58D |    15 |    -9
58E |     2 |   -10
58F |    -2 |    12
590 |    15 |     3
591 |   -11 |     5
592 |    13 |     9
593 |    14 |   -10
594 |   -12 |   -12
595 |    14 |   -10
596 |    -3 |     4
597 |    -4 |     1
598 |     6 |    -1
599 |     7 |     2
59A |     2 |    -5
59B |     6 |     0
59C |     2 |   -14
59D |    -1 |    -1
59E |   -11 |   -15
59F |    -7 |     8
5A0 |    -7 |    15
5A1 |   -10 |    -3
5A2 |    11 |    12
5A3 |    -7 |    11
5A4 |    -2 |    -4
5A5 |     3 |   -12
5A6 |   -10 |    -8
5A7 |   -12 |   -15
5A8 |   -12 |    -4
5A9 |    14 |    -7
5AA |     8 |     7
5AB |    11 |     4
5AC |    -6 |   -12
5AD |     7 |     4
5AE |    -4 |   -11
5AF |    -6 |   -10
5B0 |     9 |    -4
5B1 |   -14 |   -10
5B2 |    15 |    -2
5B3 |   -13 |    12
5B4 |    -7 |    14
5B5 |     3 |    -6
5B6 |    -8 |    14
5B7 |    15 |     3
5B8 |     2 |     4
5B9 |     3 |   -12
5BA |   -14 |     3
5BB |   -12 |    15
5BC |     9 |    11
5BD |    -3 |     8
5BE |    13 |     0
5BF |    -5 |   -16
5C0 |    -1 |    14
5C1 |    12 |    -6
5C2 |     4 |     3
5C3 |   -16 |     7
5C4 |   -12 |    -1
5C5 |    15 |     8
5C6 |    -4 |     4
5C7 |    -9 |    -6
5C8 |    -9 |    -5
5C9 |   -13 |   -14
5CA |    -9 |    -2
5CB |    12 |     7
5CC |    12 |    14
5CD |    12 |    -3
5CE |    -2 |     7
5CF |     7 |   -15
5D0 |    -8 |    -4
5D1 |    13 |     2
5D2 |    13 |    -3
5D3 |   -15 |     5
5D4 |    10 |     5
5D5 |     6 |    12
5D6 |    -9 |     0
5D7 |    -1 |     1
5D8 |     5 |   -10
5D9 |    -2 |    -6
5DA |     7 |     9
5DB |    11 |   -10
5DC |     8 |     1
5DD |    -8 |   -11
5DE |    15 |   -14
5DF |    -3 |     4
5E0 |    -3 |   -11
5E1 |     8 |     9
5E2 |    -5 |     4
5E3 |     3 |    -4
5E4 |    -5 |    11
5E5 |   -10 |   -14
5E6 |     2 |    -9
5E7 |    -5 |     1
5E8 |   -16 |    -6
5E9 |    -3 |   -10
5EA |    -6 |     8
5EB |    -4 |    -8
5EC |     4 |     2
5ED |     2 |   -13
5EE |    -7 |    -7
5EF |     4 |   -16
5F0 |     1 |     7
5F1 |    -4 |   -10
5F2 |     6 |    10
5F3 |    -5 |   -16
5F4 |     3 |    -8
5F5 |    13 |   -10
5F6 |    -2 |    15
5F7 |   -12 |    -6
5F8 |    -9 |   -11
5F9 |    -7 |     8
5FA |    -4 |    13
5FB |     9 |    12
5FC |     3 |     7
5FD |     9 |   -10
5FE |    11 |    15
5FF |    -1 |    -9
